,run_id,model,target_col,window,param_grid,period,training_range,horizon,use_regressors,regressor_cols,backtest,start_date,end_date,best_params,forecast_json,error,MAE,MAPE,RMSE,R2,Bias
10,prophet_Consumption_6_20250709180012,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,67,6,True,['Sales'],True,1/1/2019 0:00,2/1/2025 0:00,"{'changepoint_prior_scale': 1.0, 'seasonality_prior_scale': 20.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3744173.8659337033, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 4830037.365482615, 'Consumption': 3888397.0}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 4366947.413655395, 'Consumption': 3635857.0}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 4716590.76372978, 'Consumption': 3500839.0}, {'Month': Timestamp('2025-01-01 00:00:00'), 'forecast': 4920317.36500766, 'Consumption': 4815265.0}, {'Month': Timestamp('2025-02-01 00:00:00'), 'forecast': 4319009.386953068, 'Consumption': 4769272.0}]",,639480.4425,16.70%,737961.2077,-1.072616378,358364.5268
11,prophet_Consumption_6_20250709180022,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,67,6,False,,True,1/1/2019 0:00,2/1/2025 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3381856.320057654, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 4543007.589324628, 'Consumption': 3888397.0}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 4070497.736623622, 'Consumption': 3635857.0}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 4182534.209799633, 'Consumption': 3500839.0}, {'Month': Timestamp('2025-01-01 00:00:00'), 'forecast': 5188810.605712835, 'Consumption': 4815265.0}, {'Month': Timestamp('2025-02-01 00:00:00'), 'forecast': 4310690.12162143, 'Consumption': 4769272.0}]",,559746.1166,13.98%,577725.8318,-0.27026822,155084.5972
12,prophet_Consumption_6_20250709180032,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,67,6,False,,True,1/1/2019 0:00,2/1/2025 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3381856.320057654, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 4543007.589324628, 'Consumption': 3888397.0}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 4070497.736623622, 'Consumption': 3635857.0}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 4182534.209799633, 'Consumption': 3500839.0}, {'Month': Timestamp('2025-01-01 00:00:00'), 'forecast': 5188810.605712835, 'Consumption': 4815265.0}, {'Month': Timestamp('2025-02-01 00:00:00'), 'forecast': 4310690.12162143, 'Consumption': 4769272.0}]",,559746.1166,13.98%,577725.8318,-0.27026822,155084.5972
13,prophet_Consumption_6_20250709180043,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,65,6,True,"['Oil_Price', 'Sales']",True,1/1/2019 0:00,12/1/2024 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 3322193.0331355697, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 3106756.705384639, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 2535046.1269442905, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 3436117.140005348, 'Consumption': 3888397.0}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 2834086.626607511, 'Consumption': 3635857.0}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 3366471.5626470777, 'Consumption': 3500839.0}]",,901644.8009,21.27%,1091497.684,-2.851504947,-901644.8009
14,prophet_Consumption_6_20250709180055,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,65,6,True,['Oil_Price'],True,1/1/2019 0:00,12/1/2024 0:00,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 15.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 3127146.467773899, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 4445132.842670104, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3659994.634063832, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 4513165.065111607, 'Consumption': 3888397.0}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 2333508.723467596, 'Consumption': 3635857.0}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 4221291.581653102, 'Consumption': 3500839.0}]",,985781.6107,23.99%,1120929.685,-3.062015383,-285050.1142
15,prophet_Consumption_6_20250709180106,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,65,6,True,['Sales'],True,1/1/2019 0:00,12/1/2024 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 3322193.033135563, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 3106756.7053846326, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 2535046.1269442835, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 3436117.140005341, 'Consumption': 3888397.0}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 2834086.6266075037, 'Consumption': 3635857.0}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 3366471.5626470707, 'Consumption': 3500839.0}]",,901644.8009,21.27%,1091497.684,-2.851504947,-901644.8009
16,prophet_Consumption_6_20250709180115,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,65,6,False,,True,1/1/2019 0:00,12/1/2024 0:00,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 15.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 3127146.4677838944, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 4445132.842680353, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3659994.6340743345, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 4513165.065122355, 'Consumption': 3888397.0}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 2333508.7234785976, 'Consumption': 3635857.0}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 4221291.58166435, 'Consumption': 3500839.0}]",,985781.6107,23.99%,1120929.685,-3.062015383,-285050.1142
17,prophet_Consumption_6_20250709180125,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,65,6,False,,True,1/1/2019 0:00,12/1/2024 0:00,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 15.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 3127146.4677838944, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 4445132.842680353, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3659994.6340743345, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 4513165.065122355, 'Consumption': 3888397.0}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 2333508.7234785976, 'Consumption': 3635857.0}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 4221291.58166435, 'Consumption': 3500839.0}]",,985781.6107,23.99%,1120929.685,-3.062015383,-285050.1142
18,prophet_Consumption_6_20250709180136,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,63,6,True,"['Oil_Price', 'Sales']",True,1/1/2019 0:00,10/1/2024 0:00,"{'changepoint_prior_scale': 1.0, 'seasonality_prior_scale': 15.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-05-01 00:00:00'), 'forecast': 4603917.141255371, 'Consumption': 5536059.0}, {'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 4130734.1791508277, 'Consumption': 3396758.0}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 3439827.963082072, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 4934045.1215900425, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 4587105.17193942, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 5138492.466886619, 'Consumption': 3888397.0}]",,1055357.806,24.76%,1131667.911,-1.103150983,171243.5073
19,prophet_Consumption_6_20250709180147,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,63,6,True,['Oil_Price'],True,1/1/2019 0:00,10/1/2024 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-05-01 00:00:00'), 'forecast': 3778755.186891939, 'Consumption': 5536059.0}, {'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 4402723.367888073, 'Consumption': 3396758.0}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 4374298.2620625775, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 4366184.486104478, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3461251.664125718, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 4497131.552257341, 'Consumption': 3888397.0}]",,918627.8822,21.16%,1000393.093,-0.643515549,-154386.0801
20,prophet_Consumption_6_20250709180157,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,63,6,True,['Sales'],True,1/1/2019 0:00,10/1/2024 0:00,"{'changepoint_prior_scale': 1.0, 'seasonality_prior_scale': 15.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-05-01 00:00:00'), 'forecast': 4603916.598586054, 'Consumption': 5536059.0}, {'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 4130733.6227359893, 'Consumption': 3396758.0}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 3439827.3933651163, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 4934044.538127567, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 4587104.574731424, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 5138491.856376507, 'Consumption': 3888397.0}]",,1055357.6,24.76%,1131667.811,-1.10315061,171242.9307
21,prophet_Consumption_6_20250709180207,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,63,6,False,,True,1/1/2019 0:00,10/1/2024 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-05-01 00:00:00'), 'forecast': 3778755.186282766, 'Consumption': 5536059.0}, {'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 4402723.367268109, 'Consumption': 3396758.0}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 4374298.26143217, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 4366184.48546328, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3461251.663473728, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 4497131.55159491, 'Consumption': 3888397.0}]",,918627.8822,21.16%,1000393.093,-0.64351555,-154386.0807
22,prophet_Consumption_6_20250709180218,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,63,6,False,,True,1/1/2019 0:00,10/1/2024 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-05-01 00:00:00'), 'forecast': 3778755.186282766, 'Consumption': 5536059.0}, {'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 4402723.367268109, 'Consumption': 3396758.0}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 4374298.26143217, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 4366184.48546328, 'Consumption': 3688159.0}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3461251.663473728, 'Consumption': 4137259.0}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 4497131.55159491, 'Consumption': 3888397.0}]",,918627.8822,21.16%,1000393.093,-0.64351555,-154386.0807
23,prophet_Consumption_6_20250709180229,prophet,Consumption,,"{'changepoint_prior_scale': [0.01, 0.1, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10]}",365.25,61,6,True,"['Oil_Price', 'Sales']",True,1/1/2019 0:00,8/1/2024 0:00,"{'changepoint_prior_scale': 1.0, 'seasonality_prior_scale': 10.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4389401.204447096, 'Consumption': 4484904.0}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 4138045.082490257, 'Consumption': 3910669.0}, {'Month': Timestamp('2024-05-01 00:00:00'), 'forecast': 4264296.859482907, 'Consumption': 5536059.0}, {'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 4658346.405369172, 'Consumption': 3396758.0}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 4750474.4222638775, 'Consumption': 5160029.0}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 4669804.686854739, 'Consumption': 3688159.0}]",,707904.9481,17.10%,856462.5036,-0.215852687,115631.7768
