,run_id,model,target_col,window,param_grid,horizon,use_regressors,regressor_cols,backtest,start_date,end_date,best_params,forecast_sample,forecast_path,plot_path,error,MAE,MAPE,RMSE,R2,Bias
138,ma_Weight Sold_4_20250707155504,ma,Weight Sold,8.0,,4,False,,True,2022-01-01 00:00:00,2024-05-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2024-02-01 00:00:00'), 1: Timestamp('2024-03-01 00:00:00'), 2: Timestamp('2024-04-01 00:00:00'), 3: Timestamp('2024-05-01 00:00:00')}, 'forecast': {0: 4125004.6374999993, 1: 4125004.6374999993, 2: 4125004.6374999993, 3: 4125004.6374999993}, 'Weight Sold': {0: 3269342.57, 1: 3240903.859999999, 2: 3449214.329999999, 3: 4676295.619999999}}",,,,741711.03375,0.2120834712381499,754056.7030454737,-0.6181750715564633,466065.5425
139,ma_Weight Sold_4_20250707155504,ma,Weight Sold,10.0,,4,False,,True,2022-01-01 00:00:00,2024-05-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2024-02-01 00:00:00'), 1: Timestamp('2024-03-01 00:00:00'), 2: Timestamp('2024-04-01 00:00:00'), 3: Timestamp('2024-05-01 00:00:00')}, 'forecast': {0: 4035920.906999999, 1: 4035920.906999999, 2: 4035920.906999999, 3: 4035920.906999999}, 'Weight Sold': {0: 3269342.57, 1: 3240903.859999999, 2: 3449214.329999999, 3: 4676295.619999999}}",,,,697169.1684999999,0.1967052940917287,702495.3438143157,-0.40444390212671477,376981.8119999999
140,ma_Weight Sold_6_20250707155504,ma,Weight Sold,4.0,,6,False,,True,2022-01-01 00:00:00,2024-05-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00'), 2: Timestamp('2024-02-01 00:00:00'), 3: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4419481.532499999, 1: 4419481.532499999, 2: 4419481.532499999, 3: 4419481.532499999}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999, 2: 3269342.57, 3: 3240903.859999999}}",,,,893142.7599999998,0.2787477021507751,1030163.6241808479,-1.5939546667056659,807538.0641666664
141,ma_Weight Sold_6_20250707155504,ma,Weight Sold,6.0,,6,False,,True,2022-01-01 00:00:00,2024-05-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00'), 2: Timestamp('2024-02-01 00:00:00'), 3: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4327355.444999999, 1: 4327355.444999999, 2: 4327355.444999999, 3: 4327355.444999999}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999, 2: 3269342.57, 3: 3240903.859999999}}",,,,831725.3683333333,0.25904011287249984,959652.8871761288,-1.2510145864675652,715411.9766666667
142,ma_Weight Sold_6_20250707155504,ma,Weight Sold,8.0,,6,False,,True,2022-01-01 00:00:00,2024-05-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00'), 2: Timestamp('2024-02-01 00:00:00'), 3: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4165413.079999999, 1: 4165413.079999999, 2: 4165413.079999999, 3: 4165413.079999999}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999, 2: 3269342.57, 3: 3240903.859999999}}",,,,746303.1116666667,0.22972207225355426,845841.5800525671,-0.7487511845376777,553469.6116666666
143,ma_Weight Sold_6_20250707155504,ma,Weight Sold,10.0,,6,False,,True,2022-01-01 00:00:00,2024-05-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00'), 2: Timestamp('2024-02-01 00:00:00'), 3: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4041174.7069999995, 1: 4041174.7069999995, 2: 4041174.7069999995, 3: 4041174.7069999995}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999, 2: 3269342.57, 3: 3240903.859999999}}",,,,704890.3206666667,0.2129282786596258,770297.8798845896,-0.4503317879322861,429231.2386666669
144,ma_Weight Sold_2_20250707155504,ma,Weight Sold,4.0,,2,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2024-02-01 00:00:00'), 1: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 3314147.0749999993, 1: 3314147.0749999993}, 'Weight Sold': {0: 3269342.57, 1: 3240903.859999999}}",,,,59023.85999999987,0.018152032353206667,60712.48723216355,-17.230402461953947,59023.85999999987
145,ma_Weight Sold_2_20250707155504,ma,Weight Sold,6.0,,2,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2024-02-01 00:00:00'), 1: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4118971.7599999993, 1: 4118971.7599999993}, 'Weight Sold': {0: 3269342.57, 1: 3240903.859999999}}",,,,863848.5449999999,0.26540535882809757,863965.5657230981,-3690.7567127088164,863848.5449999999
146,ma_Weight Sold_2_20250707155504,ma,Weight Sold,8.0,,2,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2024-02-01 00:00:00'), 1: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4125004.6374999993, 1: 4125004.6374999993}, 'Weight Sold': {0: 3269342.57, 1: 3240903.859999999}}",,,,869881.4224999999,0.2672587426244587,869997.6317595579,-3742.487152311338,869881.4224999999
147,ma_Weight Sold_2_20250707155504,ma,Weight Sold,10.0,,2,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2024-02-01 00:00:00'), 1: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4035920.906999999, 1: 4035920.906999999}, 'Weight Sold': {0: 3269342.57, 1: 3240903.859999999}}",,,,780797.6919999998,0.23989098277385512,780927.1578637424,-3015.2078002047974,780797.6919999998
148,ma_Weight Sold_4_20250707155504,ma,Weight Sold,4.0,,4,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00'), 2: Timestamp('2024-02-01 00:00:00'), 3: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4419481.532499999, 1: 4419481.532499999, 2: 4419481.532499999, 3: 4419481.532499999}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999, 2: 3269342.57, 3: 3240903.859999999}}",,,,1032943.8174999995,0.3340667517795266,1157589.1580918164,-3.9077570678877223,1032943.8174999995
149,ma_Weight Sold_4_20250707155504,ma,Weight Sold,6.0,,4,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00'), 2: Timestamp('2024-02-01 00:00:00'), 3: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4327355.444999999, 1: 4327355.444999999, 2: 4327355.444999999, 3: 4327355.444999999}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999, 2: 3269342.57, 3: 3240903.859999999}}",,,,940817.7300000001,0.3062575281406266,1076186.6612733135,-3.2417919725706685,940817.7300000001
150,ma_Weight Sold_4_20250707155504,ma,Weight Sold,8.0,,4,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00'), 2: Timestamp('2024-02-01 00:00:00'), 3: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4165413.079999999, 1: 4165413.079999999, 2: 4165413.079999999, 3: 4165413.079999999}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999, 2: 3269342.57, 3: 3240903.859999999}}",,,,812684.3449999999,0.26536047404915813,937916.0746165572,-2.2218262405441376,778875.3649999999
151,ma_Weight Sold_4_20250707155504,ma,Weight Sold,10.0,,4,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00'), 2: Timestamp('2024-02-01 00:00:00'), 3: Timestamp('2024-03-01 00:00:00')}, 'forecast': {0: 4041174.7069999995, 1: 4041174.7069999995, 2: 4041174.7069999995, 3: 4041174.7069999995}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999, 2: 3269342.57, 3: 3240903.859999999}}",,,,750565.1585,0.2425326924514742,837609.2884603516,-1.5695503110352766,654636.9920000002
152,ma_Weight Sold_6_20250707155504,ma,Weight Sold,4.0,,6,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2023-10-01 00:00:00'), 1: Timestamp('2023-11-01 00:00:00'), 2: Timestamp('2023-12-01 00:00:00'), 3: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4935862.199999999, 1: 4935862.199999999, 2: 4935862.199999999, 3: 4935862.199999999}, 'Weight Sold': {0: 2516436.0999999996, 1: 3704247.7699999996, 2: 4233031.039999999, 3: 2802873.389999999}}",,,,1641389.7449999999,0.5422838573514107,1735140.7777712871,-8.510923577259335,1641389.7449999999
153,ma_Weight Sold_6_20250707155504,ma,Weight Sold,6.0,,6,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2023-10-01 00:00:00'), 1: Timestamp('2023-11-01 00:00:00'), 2: Timestamp('2023-12-01 00:00:00'), 3: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4517103.461666666, 1: 4517103.461666666, 2: 4517103.461666666, 3: 4517103.461666666}, 'Weight Sold': {0: 2516436.0999999996, 1: 3704247.7699999996, 2: 4233031.039999999, 3: 2802873.389999999}}",,,,1222631.0066666666,0.41143643574868777,1345875.1064479682,-4.722196668923226,1222631.0066666666
154,ma_Weight Sold_6_20250707155504,ma,Weight Sold,8.0,,6,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2023-10-01 00:00:00'), 1: Timestamp('2023-11-01 00:00:00'), 2: Timestamp('2023-12-01 00:00:00'), 3: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4273882.899999999, 1: 4273882.899999999, 2: 4273882.899999999, 3: 4273882.899999999}, 'Weight Sold': {0: 2516436.0999999996, 1: 3704247.7699999996, 2: 4233031.039999999, 3: 2802873.389999999}}",,,,979410.445,0.3354385389608798,1129512.3033719822,-3.030279738056394,979410.445
155,ma_Weight Sold_6_20250707155504,ma,Weight Sold,10.0,,6,False,,True,2022-01-01 00:00:00,2024-03-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2023-10-01 00:00:00'), 1: Timestamp('2023-11-01 00:00:00'), 2: Timestamp('2023-12-01 00:00:00'), 3: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4109914.568999999, 1: 4109914.568999999, 2: 4109914.568999999, 3: 4109914.568999999}, 'Weight Sold': {0: 2516436.0999999996, 1: 3704247.7699999996, 2: 4233031.039999999, 3: 2802873.389999999}}",,,,856480.9376666663,0.2938990878177989,990706.346491417,-2.10058148682271,815442.1139999997
156,ma_Weight Sold_2_20250707155504,ma,Weight Sold,4.0,,2,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4419481.532499999, 1: 4419481.532499999}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999}}",,,,901529.3174999997,0.3104073669595363,1150692.3291112164,-1.5894683084076227,901529.3174999997
157,ma_Weight Sold_2_20250707155504,ma,Weight Sold,6.0,,2,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4327355.444999999, 1: 4327355.444999999}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999}}",,,,809403.2300000002,0.2830913338770611,1080033.0155591604,-1.2812150472569481,809403.2300000002
158,ma_Weight Sold_2_20250707155504,ma,Weight Sold,8.0,,2,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4165413.079999999, 1: 4165413.079999999}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999}}",,,,715078.825,0.25104817045231204,964646.7216913811,-0.8198213243835044,647460.865
159,ma_Weight Sold_2_20250707155504,ma,Weight Sold,10.0,,2,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2023-12-01 00:00:00'), 1: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4041174.7069999995, 1: 4041174.7069999995}, 'Weight Sold': {0: 4233031.039999999, 1: 2802873.389999999}}",,,,715078.825,0.24356036176621124,886058.4078366793,-0.5353834896866103,523222.4920000003
160,ma_Weight Sold_4_20250707155504,ma,Weight Sold,4.0,,4,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2023-10-01 00:00:00'), 1: Timestamp('2023-11-01 00:00:00'), 2: Timestamp('2023-12-01 00:00:00'), 3: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4935862.199999999, 1: 4935862.199999999, 2: 4935862.199999999, 3: 4935862.199999999}, 'Weight Sold': {0: 2516436.0999999996, 1: 3704247.7699999996, 2: 4233031.039999999, 3: 2802873.389999999}}",,,,1621715.125,0.5552430595792606,1761683.1199592617,-5.553506356778,1621715.125
161,ma_Weight Sold_4_20250707155504,ma,Weight Sold,6.0,,4,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2023-10-01 00:00:00'), 1: Timestamp('2023-11-01 00:00:00'), 2: Timestamp('2023-12-01 00:00:00'), 3: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4517103.461666666, 1: 4517103.461666666, 2: 4517103.461666666, 3: 4517103.461666666}, 'Weight Sold': {0: 2516436.0999999996, 1: 3704247.7699999996, 2: 4233031.039999999, 3: 2802873.389999999}}",,,,1202956.3866666667,0.42329617876255454,1385882.9448109088,-3.055750583584409,1202956.3866666667
162,ma_Weight Sold_4_20250707155504,ma,Weight Sold,8.0,,4,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2023-10-01 00:00:00'), 1: Timestamp('2023-11-01 00:00:00'), 2: Timestamp('2023-12-01 00:00:00'), 3: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4273882.899999999, 1: 4273882.899999999, 2: 4273882.899999999, 3: 4273882.899999999}, 'Weight Sold': {0: 2516436.0999999996, 1: 3704247.7699999996, 2: 4233031.039999999, 3: 2802873.389999999}}",,,,959735.8250000001,0.34665970165850324,1180957.3753036407,-1.945008715895196,959735.8250000001
163,ma_Weight Sold_4_20250707155504,ma,Weight Sold,10.0,,4,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2023-10-01 00:00:00'), 1: Timestamp('2023-11-01 00:00:00'), 2: Timestamp('2023-12-01 00:00:00'), 3: Timestamp('2024-01-01 00:00:00')}, 'forecast': {0: 4109914.568999999, 1: 4109914.568999999, 2: 4109914.568999999, 3: 4109914.568999999}, 'Weight Sold': {0: 2516436.0999999996, 1: 3704247.7699999996, 2: 4233031.039999999, 3: 2802873.389999999}}",,,,857325.7294999998,0.3095371997762313,1052051.982082004,-1.337182020797695,795767.4939999998
164,ma_Weight Sold_6_20250707155504,ma,Weight Sold,4.0,,6,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2023-08-01 00:00:00'), 1: Timestamp('2023-09-01 00:00:00'), 2: Timestamp('2023-10-01 00:00:00'), 3: Timestamp('2023-11-01 00:00:00')}, 'forecast': {0: 3911344.6274999995, 1: 3911344.6274999995, 2: 3911344.6274999995, 3: 3911344.6274999995}, 'Weight Sold': {0: 5203498.6099999985, 1: 6253743.6499999985, 2: 2516436.0999999996, 3: 3704247.7699999996}}",,,,1111119.3399999996,0.2840969436125133,1321447.7310844883,-0.025311869209841298,-207627.1324999996
165,ma_Weight Sold_6_20250707155504,ma,Weight Sold,6.0,,6,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2023-08-01 00:00:00'), 1: Timestamp('2023-09-01 00:00:00'), 2: Timestamp('2023-10-01 00:00:00'), 3: Timestamp('2023-11-01 00:00:00')}, 'forecast': {0: 3788970.156666666, 1: 3788970.156666666, 2: 3788970.156666666, 3: 3788970.156666666}, 'Weight Sold': {0: 5203498.6099999985, 1: 6253743.6499999985, 2: 2516436.0999999996, 3: 3704247.7699999996}}",,,,1111119.3399999996,0.27520838572489753,1346111.4879684893,-0.06394227817706732,-330001.6033333333
166,ma_Weight Sold_6_20250707155504,ma,Weight Sold,8.0,,6,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2023-08-01 00:00:00'), 1: Timestamp('2023-09-01 00:00:00'), 2: Timestamp('2023-10-01 00:00:00'), 3: Timestamp('2023-11-01 00:00:00')}, 'forecast': {0: 3705237.928749999, 1: 3705237.928749999, 2: 3705237.928749999, 3: 3705237.928749999}, 'Weight Sold': {0: 5203498.6099999985, 1: 6253743.6499999985, 2: 2516436.0999999996, 3: 3704247.7699999996}}",,,,1111119.3399999996,0.2691265718479659,1369047.392517503,-0.1005074085405131,-413733.83125000005
167,ma_Weight Sold_6_20250707155504,ma,Weight Sold,10.0,,6,False,,True,2022-01-01 00:00:00,2024-01-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2023-08-01 00:00:00'), 1: Timestamp('2023-09-01 00:00:00'), 2: Timestamp('2023-10-01 00:00:00'), 3: Timestamp('2023-11-01 00:00:00')}, 'forecast': {0: 3624084.040999999, 1: 3624084.040999999, 2: 3624084.040999999, 3: 3624084.040999999}, 'Weight Sold': {0: 5203498.6099999985, 1: 6253743.6499999985, 2: 2516436.0999999996, 3: 3704247.7699999996}}",,,,1137840.5829999999,0.27044570928962136,1395718.0711931738,-0.14380346772591257,-494887.7190000003
168,ma_Weight Consumed_2_20250707155504,ma,Weight Consumed,4.0,,2,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2024-12-01 00:00:00'), 1: Timestamp('2025-01-01 00:00:00')}, 'forecast': {0: 3972139.352636069, 1: 3972139.352636069}, 'Weight Consumed': {0: 4016814.0648351647, 1: 4524790.166522367}}",,,,298662.76304269675,0.06663018360399801,392057.87327846093,-1.3827242731148273,-298662.76304269675
169,ma_Weight Consumed_2_20250707155504,ma,Weight Consumed,6.0,,2,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2024-12-01 00:00:00'), 1: Timestamp('2025-01-01 00:00:00')}, 'forecast': {0: 4015253.9651723956, 1: 4015253.9651723956}, 'Weight Consumed': {0: 4016814.0648351647, 1: 4524790.166522367}}",,,,255548.15050637024,0.05649914981730326,360298.19205563347,-1.0123225564846838,-255548.15050637024
170,ma_Weight Consumed_2_20250707155504,ma,Weight Consumed,8.0,,2,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2024-12-01 00:00:00'), 1: Timestamp('2025-01-01 00:00:00')}, 'forecast': {0: 4162849.2223122874, 1: 4162849.2223122874}, 'Weight Consumed': {0: 4016814.0648351647, 1: 4524790.166522367}}",,,,253988.05084360112,0.0581733124007839,275977.8200463326,-0.1806516793828985,-107952.89336647838
171,ma_Weight Consumed_2_20250707155504,ma,Weight Consumed,10.0,,2,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2024-12-01 00:00:00'), 1: Timestamp('2025-01-01 00:00:00')}, 'forecast': {0: 4183257.4401264424, 1: 4183257.4401264424}, 'Weight Consumed': {0: 4016814.0648351647, 1: 4524790.166522367}}",,,,253988.05084360112,0.05845850496170653,268652.1918557399,-0.1188045037557397,-87544.67555232346
172,ma_Weight Consumed_4_20250707155504,ma,Weight Consumed,4.0,,4,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2024-10-01 00:00:00'), 1: Timestamp('2024-11-01 00:00:00'), 2: Timestamp('2024-12-01 00:00:00'), 3: Timestamp('2025-01-01 00:00:00')}, 'forecast': {0: 4091131.318343401, 1: 4091131.318343401, 2: 4091131.318343401, 3: 4091131.318343401}, 'Weight Consumed': {0: 4113359.161250514, 1: 3613639.3564102566, 2: 4016814.0648351647, 3: 4524790.166522367}}",,,,251923.9766318649,0.06297051108941615,324836.7672708793,-0.00547979363863349,23980.63108882541
173,ma_Weight Consumed_4_20250707155504,ma,Weight Consumed,6.0,,4,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2024-10-01 00:00:00'), 1: Timestamp('2024-11-01 00:00:00'), 2: Timestamp('2024-12-01 00:00:00'), 3: Timestamp('2025-01-01 00:00:00')}, 'forecast': {0: 4262632.5434729215, 1: 4262632.5434729215, 2: 4262632.5434729215, 3: 4262632.5434729215}, 'Weight Consumed': {0: 4113359.161250514, 1: 3613639.3564102566, 2: 4016814.0648351647, 3: 4524790.166522367}}",,,,326560.66774306865,0.08375519904571826,378360.95307807217,-0.3641295263882427,195481.85621834593
174,ma_Weight Consumed_4_20250707155504,ma,Weight Consumed,8.0,,4,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2024-10-01 00:00:00'), 1: Timestamp('2024-11-01 00:00:00'), 2: Timestamp('2024-12-01 00:00:00'), 3: Timestamp('2025-01-01 00:00:00')}, 'forecast': {0: 4263196.985450456, 1: 4263196.985450456, 2: 4263196.985450456, 3: 4263196.985450456}, 'Weight Consumed': {0: 4113359.161250514, 1: 3613639.3564102566, 2: 4016814.0648351647, 3: 4524790.166522367}}",,,,326842.8887318359,0.08383249774214235,378652.88291505864,-0.3662353659951658,196046.29819588037
175,ma_Weight Consumed_4_20250707155504,ma,Weight Consumed,10.0,,4,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2024-10-01 00:00:00'), 1: Timestamp('2024-11-01 00:00:00'), 2: Timestamp('2024-12-01 00:00:00'), 3: Timestamp('2025-01-01 00:00:00')}, 'forecast': {0: 4358248.669808353, 1: 4358248.669808353, 2: 4358248.669808353, 3: 4358248.669808353}, 'Weight Consumed': {0: 4113359.161250514, 1: 3613639.3564102566, 2: 4016814.0648351647, 3: 4524790.166522367}}",,,,374368.73091078456,0.09684955101991985,435524.844469815,-0.8074606720539224,291097.98255377775
176,ma_Weight Consumed_6_20250707155504,ma,Weight Consumed,4.0,,6,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2024-08-01 00:00:00'), 1: Timestamp('2024-09-01 00:00:00'), 2: Timestamp('2024-10-01 00:00:00'), 3: Timestamp('2024-11-01 00:00:00')}, 'forecast': {0: 4353559.091988506, 1: 4353559.091988506, 2: 4353559.091988506, 3: 4353559.091988506}, 'Weight Consumed': {0: 3979700.644631757, 1: 4181858.2482517483, 2: 4113359.161250514, 3: 3613639.3564102566}}",,,,338942.5098494916,0.08663819344597191,390970.1255473707,-1.0822599968295168,281865.4850048712
177,ma_Weight Consumed_6_20250707155504,ma,Weight Consumed,6.0,,6,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2024-08-01 00:00:00'), 1: Timestamp('2024-09-01 00:00:00'), 2: Timestamp('2024-10-01 00:00:00'), 3: Timestamp('2024-11-01 00:00:00')}, 'forecast': {0: 4324002.831786691, 1: 4324002.831786691, 2: 4324002.831786691, 3: 4324002.831786691}, 'Weight Consumed': {0: 3979700.644631757, 1: 4181858.2482517483, 2: 4113359.161250514, 3: 3613639.3564102566}}",,,,319238.3363816152,0.08152401583029355,370228.89184154023,-0.8671896119475206,252309.22480305666
178,ma_Weight Consumed_6_20250707155504,ma,Weight Consumed,8.0,,6,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2024-08-01 00:00:00'), 1: Timestamp('2024-09-01 00:00:00'), 2: Timestamp('2024-10-01 00:00:00'), 3: Timestamp('2024-11-01 00:00:00')}, 'forecast': {0: 4427615.975650003, 1: 4427615.975650003, 2: 4427615.975650003, 3: 4427615.975650003}, 'Weight Consumed': {0: 3979700.644631757, 1: 4181858.2482517483, 2: 4113359.161250514, 3: 3613639.3564102566}}",,,,388313.7656238232,0.09945240113403642,447314.45309823594,-1.7256724838440451,355922.3686663686
179,ma_Weight Consumed_6_20250707155504,ma,Weight Consumed,10.0,,6,False,,True,2022-01-01 00:00:00,2025-01-01 00:00:00,{'window': 10},"{'Month': {0: Timestamp('2024-08-01 00:00:00'), 1: Timestamp('2024-09-01 00:00:00'), 2: Timestamp('2024-10-01 00:00:00'), 3: Timestamp('2024-11-01 00:00:00')}, 'forecast': {0: 4562949.2075194735, 1: 4562949.2075194735, 2: 4562949.2075194735, 3: 4562949.2075194735}, 'Weight Consumed': {0: 3979700.644631757, 1: 4181858.2482517483, 2: 4113359.161250514, 3: 3613639.3564102566}}",,,,491255.6005358389,0.12568048485413202,561018.3174294074,-3.2874778655342034,491255.6005358389
180,ma_Weight Consumed_2_20250707155504,ma,Weight Consumed,4.0,,2,False,,True,2022-01-01 00:00:00,2024-11-01 00:00:00,{'window': 4},"{'Month': {0: Timestamp('2024-10-01 00:00:00'), 1: Timestamp('2024-11-01 00:00:00')}, 'forecast': {0: 4091131.318343401, 1: 4091131.318343401}, 'Weight Consumed': {0: 4113359.161250514, 1: 3613639.3564102566}}",,,,249859.9024201287,0.06876992432138325,338003.4398575454,-0.8299916502139153,227632.05951301567
181,ma_Weight Consumed_2_20250707155504,ma,Weight Consumed,6.0,,2,False,,True,2022-01-01 00:00:00,2024-11-01 00:00:00,{'window': 6},"{'Month': {0: Timestamp('2024-10-01 00:00:00'), 1: Timestamp('2024-11-01 00:00:00')}, 'forecast': {0: 4262632.5434729215, 1: 4262632.5434729215}, 'Weight Consumed': {0: 4113359.161250514, 1: 3613639.3564102566}}",,,,399133.2846425362,0.10794267383370793,470889.95502870524,-2.551777243729112,399133.2846425362
182,ma_Weight Consumed_2_20250707155504,ma,Weight Consumed,8.0,,2,False,,True,2022-01-01 00:00:00,2024-11-01 00:00:00,{'window': 8},"{'Month': {0: Timestamp('2024-10-01 00:00:00'), 1: Timestamp('2024-11-01 00:00:00')}, 'forecast': {0: 4263196.985450456, 1: 4263196.985450456}, 'Weight Consumed': {0: 4113359.161250514, 1: 3613639.3564102566}}",,,,399697.72662007064,0.10808938348963901,471368.4795387245,-2.558999636270145,399697.72662007064
