,run_id,model,target_col,window,param_grid,horizon,use_regressors,regressor_cols,backtest,start_date,end_date,best_params,forecast_json,error,MAE,MAPE,RMSE,R2,Bias
116,ma_Weight Sold_6_20250708031202,ma,Weight Sold,4,,6,False,,True,1/1/2022 0:00,1/1/2024 0:00,,"[{'Month': Timestamp('2023-08-01 00:00:00'), 'forecast': 3911344.6274999995, 'Weight Sold': 5203498.6099999985}, {'Month': Timestamp('2023-09-01 00:00:00'), 'forecast': 3911344.6274999995, 'Weight Sold': 6253743.6499999985}, {'Month': Timestamp('2023-10-01 00:00:00'), 'forecast': 3911344.6274999995, 'Weight Sold': 2516436.0999999996}, {'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 3911344.6274999995, 'Weight Sold': 3704247.7699999996}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 3911344.6274999995, 'Weight Sold': 4233031.039999999}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 3911344.6274999995, 'Weight Sold': 2802873.389999999}]",,1111119.34,0.28,1321447.731,-0.025311869,-207627.1325
47,prophet_Weight Consumed_4_20250708013050,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",4,True,['Weight Sold'],True,1/1/2022 0:00,4/1/2024 0:00,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 20.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4505327.953836939, 'Weight Consumed': 5194649.716017316}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 2456743.441647945, 'Weight Consumed': 3135673.423076923}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4591018.704038294, 'Weight Consumed': 5394107.1996892}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 6432627.356739642, 'Weight Consumed': 3858878.533695471}]",,1186272.266,0.29,1432239.902,-1.337022821,100602.1459
24,prophet_Weight Consumed_2_20250707214106,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",2,True,"['Oil Price Lag3', 'Weight Sold']",True,1/1/2022 0:00,10/1/2024 0:00,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3281095.7158427616, 'Weight Consumed': 4181858.2482517483}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 5661371.289119044, 'Weight Consumed': 4113359.161250514}]",,1224387.33,0.30,1266434.895,-1366.275911,323624.7977
105,ma_Weight Sold_6_20250708031202,ma,Weight Sold,6,,6,False,,True,1/1/2022 0:00,4/1/2024 0:00,,"[{'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 4407472.406666666, 'Weight Sold': 3704247.7699999996}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 4407472.406666666, 'Weight Sold': 4233031.039999999}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4407472.406666666, 'Weight Sold': 2802873.389999999}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 4407472.406666666, 'Weight Sold': 3269342.57}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4407472.406666666, 'Weight Sold': 3240903.859999999}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 4407472.406666666, 'Weight Sold': 3449214.329999999}]",,957536.9133,0.30,1054685.808,-4.690262362,957536.9133
6,prophet_Weight Sold_2_20250707181657,prophet,Weight Sold,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",2,True,['Oil Price Lag3'],True,1/1/2022 0:00,7/1/2024 0:00,"{'changepoint_prior_scale': 0.5, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 5350580.769754122, 'Weight Sold': 3595323.2199999993}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 3292021.4150584154, 'Weight Sold': 2950430.7299999995}]",,1048424.117,0.30,1264439.256,-14.3773427,1048424.117
104,ma_Weight Sold_6_20250708031202,ma,Weight Sold,4,,6,False,,True,1/1/2022 0:00,4/1/2024 0:00,,"[{'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 4425322.717499999, 'Weight Sold': 3704247.7699999996}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 4425322.717499999, 'Weight Sold': 4233031.039999999}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4425322.717499999, 'Weight Sold': 2802873.389999999}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 4425322.717499999, 'Weight Sold': 3269342.57}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4425322.717499999, 'Weight Sold': 3240903.859999999}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 4425322.717499999, 'Weight Sold': 3449214.329999999}]",,975387.2242,0.30,1070918.041,-4.866763162,975387.2242
115,ma_Weight Sold_4_20250708031202,ma,Weight Sold,10,,4,False,,True,1/1/2022 0:00,1/1/2024 0:00,,"[{'Month': Timestamp('2023-10-01 00:00:00'), 'forecast': 4109914.568999999, 'Weight Sold': 2516436.0999999996}, {'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 4109914.568999999, 'Weight Sold': 3704247.7699999996}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 4109914.568999999, 'Weight Sold': 4233031.039999999}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4109914.568999999, 'Weight Sold': 2802873.389999999}]",,857325.7295,0.31,1052051.982,-1.337182021,795767.494
108,ma_Weight Sold_2_20250708031202,ma,Weight Sold,4,,2,False,,True,1/1/2022 0:00,1/1/2024 0:00,,"[{'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 4419481.532499999, 'Weight Sold': 4233031.039999999}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4419481.532499999, 'Weight Sold': 2802873.389999999}]",,901529.3175,0.31,1150692.329,-1.589468308,901529.3175
103,ma_Weight Sold_4_20250708031202,ma,Weight Sold,10,,4,False,,True,1/1/2022 0:00,4/1/2024 0:00,,"[{'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4165057.4069999987, 'Weight Sold': 2802873.389999999}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 4165057.4069999987, 'Weight Sold': 3269342.57}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4165057.4069999987, 'Weight Sold': 3240903.859999999}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 4165057.4069999987, 'Weight Sold': 3449214.329999999}]",,974473.8695,0.31,1003038.067,-16.81122096,974473.8695
100,ma_Weight Sold_4_20250708031202,ma,Weight Sold,4,,4,False,,True,1/1/2022 0:00,4/1/2024 0:00,,"[{'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4176864.639999999, 'Weight Sold': 2802873.389999999}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 4176864.639999999, 'Weight Sold': 3269342.57}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4176864.639999999, 'Weight Sold': 3240903.859999999}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 4176864.639999999, 'Weight Sold': 3449214.329999999}]",,986281.1025,0.32,1014512.915,-17.22107604,986281.1025
11,prophet_Weight Sold_6_20250707190444,prophet,Weight Sold,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",6,True,['Oil Price Lag3'],True,1/1/2022 0:00,4/1/2024 0:00,"{'changepoint_prior_scale': 0.3, 'seasonality_prior_scale': 20.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 3545588.967619889, 'Weight Sold': 3704247.7699999996}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 5520380.616649443, 'Weight Sold': 4233031.039999999}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4300952.56331583, 'Weight Sold': 2802873.389999999}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 2516841.3964005634, 'Weight Sold': 3269342.57}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4969147.57467731, 'Weight Sold': 3240903.859999999}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 2171448.063509241, 'Weight Sold': 3449214.329999999}]",,1117099.785,0.34,1232372.626,-6.769090363,387457.7037
71,ma_Weight Sold_6_20250708031202,ma,Weight Sold,10,,6,False,,True,1/1/2022 0:00,1/1/2025 0:00,,"[{'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 3443809.862999999, 'Weight Sold': 3129936.5699999994}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3443809.862999999, 'Weight Sold': 4548466.009999999}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 3443809.862999999, 'Weight Sold': 2944637.7799999993}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 3443809.862999999, 'Weight Sold': 2906970.83}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 3443809.862999999, 'Weight Sold': 4162649.379999999}, {'Month': Timestamp('2025-01-01 00:00:00'), 'forecast': 3443809.862999999, 'Weight Sold': 1584992.3099999998}]",,838699.6043,0.34,985569.5062,-0.058057901,230867.7163
114,ma_Weight Sold_4_20250708031202,ma,Weight Sold,8,,4,False,,True,1/1/2022 0:00,1/1/2024 0:00,,"[{'Month': Timestamp('2023-10-01 00:00:00'), 'forecast': 4273882.899999999, 'Weight Sold': 2516436.0999999996}, {'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 4273882.899999999, 'Weight Sold': 3704247.7699999996}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 4273882.899999999, 'Weight Sold': 4233031.039999999}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4273882.899999999, 'Weight Sold': 2802873.389999999}]",,959735.825,0.35,1180957.375,-1.945008716,959735.825
101,ma_Weight Sold_4_20250708031202,ma,Weight Sold,6,,4,False,,True,1/1/2022 0:00,4/1/2024 0:00,,"[{'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4273094.946666666, 'Weight Sold': 2802873.389999999}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 4273094.946666666, 'Weight Sold': 3269342.57}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4273094.946666666, 'Weight Sold': 3240903.859999999}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 4273094.946666666, 'Weight Sold': 3449214.329999999}]",,1082511.409,0.35,1108294.632,-20.74549611,1082511.409
44,prophet_Weight Consumed_2_20250708010414,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",2,True,['Weight Sold'],True,1/1/2022 0:00,4/1/2024 0:00,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 15.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 5705262.716936021, 'Weight Consumed': 5394107.1996892}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 6342004.101926221, 'Weight Consumed': 3858878.533695471}]",,1397140.543,0.35,1769566.38,-4.314318341,1397140.543
102,ma_Weight Sold_4_20250708031202,ma,Weight Sold,8,,4,False,,True,1/1/2022 0:00,4/1/2024 0:00,,"[{'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4297764.156249999, 'Weight Sold': 2802873.389999999}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 4297764.156249999, 'Weight Sold': 3269342.57}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4297764.156249999, 'Weight Sold': 3240903.859999999}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 4297764.156249999, 'Weight Sold': 3449214.329999999}]",,1107180.619,0.36,1132402.298,-21.70180267,1107180.619
70,ma_Weight Sold_6_20250708031202,ma,Weight Sold,8,,6,False,,True,1/1/2022 0:00,1/1/2025 0:00,,"[{'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 3527176.8449999993, 'Weight Sold': 3129936.5699999994}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3527176.8449999993, 'Weight Sold': 4548466.009999999}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 3527176.8449999993, 'Weight Sold': 2944637.7799999993}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 3527176.8449999993, 'Weight Sold': 2906970.83}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 3527176.8449999993, 'Weight Sold': 4162649.379999999}, {'Month': Timestamp('2025-01-01 00:00:00'), 'forecast': 3527176.8449999993, 'Weight Sold': 1584992.3099999998}]",,866488.5983,0.36,1008360.449,-0.107558119,314234.6983
69,ma_Weight Sold_6_20250708031202,ma,Weight Sold,6,,6,False,,True,1/1/2022 0:00,1/1/2025 0:00,,"[{'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 3530251.721666666, 'Weight Sold': 3129936.5699999994}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3530251.721666666, 'Weight Sold': 4548466.009999999}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 3530251.721666666, 'Weight Sold': 2944637.7799999993}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 3530251.721666666, 'Weight Sold': 2906970.83}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 3530251.721666666, 'Weight Sold': 4162649.379999999}, {'Month': Timestamp('2025-01-01 00:00:00'), 'forecast': 3530251.721666666, 'Weight Sold': 1584992.3099999998}]",,867513.5572,0.36,1009322.9,-0.109673392,317309.575
10,prophet_Weight Sold_4_20250707185616,prophet,Weight Sold,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",4,True,['Oil Price Lag3'],True,1/1/2022 0:00,4/1/2024 0:00,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 20.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 3810317.875328756, 'Weight Sold': 2802873.389999999}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 2474257.480078469, 'Weight Sold': 3269342.57}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4583668.446273017, 'Weight Sold': 3240903.859999999}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 1965226.0184035567, 'Weight Sold': 3449214.329999999}]",,1157320.618,0.36,1188732.806,-24.01654657,17783.91752
33,prophet_Weight Consumed_2_20250707231543,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",2,True,"['Oil Price Lag3', 'Weight Sold']",True,1/1/2022 0:00,7/1/2024 0:00,"{'changepoint_prior_scale': 1.0, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 5292811.294031938, 'Weight Consumed': 3229142.6065934068}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 5472230.775440411, 'Weight Consumed': 4973823.773896691}]",,1281037.844,0.37,1501189.194,-1.961411128,1281037.844
68,ma_Weight Sold_6_20250708031202,ma,Weight Sold,4,,6,False,,True,1/1/2022 0:00,1/1/2025 0:00,,"[{'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 3667815.9749999996, 'Weight Sold': 3129936.5699999994}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 3667815.9749999996, 'Weight Sold': 4548466.009999999}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 3667815.9749999996, 'Weight Sold': 2944637.7799999993}, {'Month': Timestamp('2024-11-01 00:00:00'), 'forecast': 3667815.9749999996, 'Weight Sold': 2906970.83}, {'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 3667815.9749999996, 'Weight Sold': 4162649.379999999}, {'Month': Timestamp('2025-01-01 00:00:00'), 'forecast': 3667815.9749999996, 'Weight Sold': 1584992.3099999998}]",,913368.3083,0.38,1060640.16,-0.22538075,454873.8283
54,prophet_Weight Consumed_4_20250708022527,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",4,True,"['Oil Price Lag3', 'Weight Sold']",True,1/1/2022 0:00,1/1/2024 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 5.0, 'fourier_order': 20.0}","[{'Month': Timestamp('2023-10-01 00:00:00'), 'forecast': 8022452.732372077, 'Weight Consumed': 4984193.156108597}, {'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 7824340.682825197, 'Weight Consumed': 5224371.113886114}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 2487043.2926050304, 'Weight Consumed': 4282261.098462567}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 5278708.235023419, 'Weight Consumed': 5194649.716017316}]",,1879376.368,0.39,2192072.981,-32.20226021,981767.4646
57,prophet_Weight Consumed_6_20250708024810,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",6,True,"['Oil Price Lag3', 'Weight Sold']",True,1/1/2022 0:00,1/1/2024 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 20.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2023-08-01 00:00:00'), 'forecast': 5940812.995759933, 'Weight Consumed': 4301972.349084249}, {'Month': Timestamp('2023-09-01 00:00:00'), 'forecast': 5156488.812486598, 'Weight Consumed': 3072334.5}, {'Month': Timestamp('2023-10-01 00:00:00'), 'forecast': 4394559.847505837, 'Weight Consumed': 4984193.156108597}, {'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 4339895.499224009, 'Weight Consumed': 5224371.113886114}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 2735031.603741979, 'Weight Consumed': 4282261.098462567}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 1973394.726579511, 'Weight Consumed': 5194649.716017316}]",,1660931.394,0.39,1867702.03,-5.218109651,-419933.0747
25,prophet_Weight Consumed_2_20250707215231,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",2,True,['Oil Price Lag3'],True,1/1/2022 0:00,10/1/2024 0:00,"{'changepoint_prior_scale': 0.3, 'seasonality_prior_scale': 20.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 6451432.785287907, 'Weight Consumed': 4181858.2482517483}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 3145965.942933175, 'Weight Consumed': 4113359.161250514}]",,1618483.878,0.39,1744536.933,-2593.482594,651090.6594
17,prophet_Weight Consumed_2_20250707200302,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",2,True,['Weight Sold'],True,1/1/2022 0:00,1/1/2025 0:00,"{'changepoint_prior_scale': 1.0, 'seasonality_prior_scale': 10.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-12-01 00:00:00'), 'forecast': 3155822.435287019, 'Weight Consumed': 4016814.0648351647}, {'Month': Timestamp('2025-01-01 00:00:00'), 'forecast': 1854540.2688653073, 'Weight Consumed': 4524790.166522367}]",,1765620.764,0.40,1983877.655,-60.01030574,-1765620.764
34,prophet_Weight Consumed_2_20250707232652,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",2,True,['Oil Price Lag3'],True,1/1/2022 0:00,7/1/2024 0:00,"{'changepoint_prior_scale': 1.0, 'seasonality_prior_scale': 10.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 5543923.811505466, 'Weight Consumed': 3229142.6065934068}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 5554425.899035599, 'Weight Consumed': 4973823.773896691}]",,1447691.665,0.42,1687499.756,-2.742099083,1447691.665
9,prophet_Weight Sold_2_20250707184642,prophet,Weight Sold,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",2,True,['Oil Price Lag3'],True,1/1/2022 0:00,4/1/2024 0:00,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 15.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 4706389.967248334, 'Weight Sold': 3240903.859999999}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 2095812.069751171, 'Weight Sold': 3449214.329999999}]",,1409444.184,0.42,1410557.905,-182.4085731,56041.9235
113,ma_Weight Sold_4_20250708031202,ma,Weight Sold,6,,4,False,,True,1/1/2022 0:00,1/1/2024 0:00,,"[{'Month': Timestamp('2023-10-01 00:00:00'), 'forecast': 4517103.461666666, 'Weight Sold': 2516436.0999999996}, {'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 4517103.461666666, 'Weight Sold': 3704247.7699999996}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 4517103.461666666, 'Weight Sold': 4233031.039999999}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 4517103.461666666, 'Weight Sold': 2802873.389999999}]",,1202956.387,0.42,1385882.945,-3.055750584,1202956.387
49,prophet_Weight Consumed_6_20250708014643,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",6,True,['Oil Price Lag3'],True,1/1/2022 0:00,4/1/2024 0:00,"{'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 20.0, 'fourier_order': 10.0}","[{'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 4413074.389795719, 'Weight Consumed': 5224371.113886114}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 3186615.172458999, 'Weight Consumed': 4282261.098462567}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 2573788.8299397333, 'Weight Consumed': 5194649.716017316}, {'Month': Timestamp('2024-02-01 00:00:00'), 'forecast': 2497210.7409633505, 'Weight Consumed': 3135673.423076923}, {'Month': Timestamp('2024-03-01 00:00:00'), 'forecast': 1880859.456208375, 'Weight Consumed': 5394107.1996892}, {'Month': Timestamp('2024-04-01 00:00:00'), 'forecast': 7006555.265575198, 'Weight Consumed': 3858878.533695471}]",,1971198.449,0.43,2287136.757,-6.608414701,-921972.8716
32,prophet_Weight Consumed_6_20250707230615,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",6,True,['Weight Sold'],True,1/1/2022 0:00,10/1/2024 0:00,"{'changepoint_prior_scale': 1.0, 'seasonality_prior_scale': 20.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-05-01 00:00:00'), 'forecast': 5766104.85708044, 'Weight Consumed': 5352391.453768454}, {'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 6210815.101454815, 'Weight Consumed': 3229142.6065934068}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 6396875.897120817, 'Weight Consumed': 4973823.773896691}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 5995910.1261367, 'Weight Consumed': 3979700.644631757}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 5039168.159510011, 'Weight Consumed': 4181858.2482517483}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 6536375.1946443925, 'Weight Consumed': 4113359.161250514}]",,1685828.908,0.43,1904280.032,-6.608827991,1685828.908
31,prophet_Weight Consumed_6_20250707225631,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",6,True,['Oil Price Lag3'],True,1/1/2022 0:00,10/1/2024 0:00,"{'changepoint_prior_scale': 0.3, 'seasonality_prior_scale': 5.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2024-05-01 00:00:00'), 'forecast': 5729185.620428672, 'Weight Consumed': 5352391.453768454}, {'Month': Timestamp('2024-06-01 00:00:00'), 'forecast': 6346416.430816291, 'Weight Consumed': 3229142.6065934068}, {'Month': Timestamp('2024-07-01 00:00:00'), 'forecast': 6435965.38331307, 'Weight Consumed': 4973823.773896691}, {'Month': Timestamp('2024-08-01 00:00:00'), 'forecast': 6050103.11369629, 'Weight Consumed': 3979700.644631757}, {'Month': Timestamp('2024-09-01 00:00:00'), 'forecast': 5032349.8042986505, 'Weight Consumed': 4181858.2482517483}, {'Month': Timestamp('2024-10-01 00:00:00'), 'forecast': 6452846.771950812, 'Weight Consumed': 4113359.161250514}]",,1702765.206,0.44,1935645.137,-6.861539861,1702765.206
58,prophet_Weight Consumed_6_20250708025535,prophet,Weight Consumed,,"{'changepoint_prior_scale': [0.01, 0.05, 0.1, 0.3, 0.5, 1], 'seasonality_prior_scale': [5, 10, 15, 20], 'fourier_order': [5, 10, 15, 20]}",6,True,['Oil Price Lag3'],True,1/1/2022 0:00,1/1/2024 0:00,"{'changepoint_prior_scale': 1.0, 'seasonality_prior_scale': 10.0, 'fourier_order': 5.0}","[{'Month': Timestamp('2023-08-01 00:00:00'), 'forecast': 7130993.842683736, 'Weight Consumed': 4301972.349084249}, {'Month': Timestamp('2023-09-01 00:00:00'), 'forecast': 6098306.443604228, 'Weight Consumed': 3072334.5}, {'Month': Timestamp('2023-10-01 00:00:00'), 'forecast': 5742988.456564398, 'Weight Consumed': 4984193.156108597}, {'Month': Timestamp('2023-11-01 00:00:00'), 'forecast': 5371307.066727208, 'Weight Consumed': 5224371.113886114}, {'Month': Timestamp('2023-12-01 00:00:00'), 'forecast': 3691248.021499128, 'Weight Consumed': 4282261.098462567}, {'Month': Timestamp('2024-01-01 00:00:00'), 'forecast': 1675094.0507971863, 'Weight Consumed': 5194649.716017316}]",,1811882.239,0.44,2254395.626,-8.059483972,441692.6581
